company,date,description,venue,profession,hospitality,attendees,cost,hospitalityCost,originalHospitalityCost,originalCost,originalAttendees,nurses,pharmacists,gps,mentalhealth,rehab,oncologists,other,spendratio
abbott,2007-12-01,45 min Journal Club: Virology,Royal Prince Alfred Hospital Sydney NSW,Specialists (Infectious Diseases) and Other,Breakfast: Food/beverages,8,122,122,$122,$122,8,0,0,0,0,0,0,1,15
abbott,2007-12-01,45 min Journal Club Meeting,Sydney Sexual Health; Sydney Hospital; Macquarie St; Sydney NSW,Specialists (Infectious Diseases) and Other,Lunch: Food/beverages,19,255,255,$255,$255,19,0,0,0,0,0,0,1,13
abbott,2007-12-01,45 min Journal Club Meeting,407 Surgery; Bourke St Sydney NSW,Specialists (Infectious Diseases) and Other,Lunch: Food/beverages,7,106,106,$106,$106,7,0,0,0,0,0,0,1,15
abbott,2007-12-01,45 min Journal Club: Virology,Port Kembla Sexual Health; Port Kembla Hospital; NSW,Specialists (Infectious Diseases) and Other,Lunch: Food/beverages,5,64,64,$64,$64,5,0,0,0,0,0,0,1,13
abbott,2007-12-01,30 min Presentation: Treating HIV,Holdsworth House Surgery; Darlinghurst NSW,Specialists (Infectious Diseases) and Other,Lunch: Food/beverages,7,175,175,$175,$175,7,0,0,0,0,0,0,1,25
abbott,2007-12-01,45 min Journal Club: Virology,Newcastle Sexual Health Dept; Hunter St Newcastle NSW,Specialists (Infectious Diseases) and Other,Lunch: Food/beverages,7,89,89,$89,$89,7,0,0,0,0,0,0,1,13
abbott,2007-12-01,45 min Journal Club Meeting,Royal Prince Alfred Hospital Sydney NSW,Specialists (Infectious Diseases) and Other,Lunch: Food/beverages,10,139,139,$139,$139,10,0,0,0,0,0,0,1,14
abbott,2007-12-01,Dinner in association with (WA Aids Council Treatment Forum).,Citigate Hotel Perth WA,Specialists (Infectious Diseases) and Other,Dinner: Buffet Dinner/Beverages,53,1110,1110,$1;110,$1;110,53,0,0,0,0,0,0,1,21
abbott,2007-12-01,30 min Presentation: Treating HIV,Ipswich Sexual Health Clinic QLD,Specialists (Infectious Diseases) ; GPs and Other,Lunch: Food/beverages,6,48,48,$48,$48,6,0,0,1,0,0,0,0,8
abbott,2007-12-01,30 min Presentation: Treating HIV,Toowoomba Sexual Health Clinic QLD,Specialists (Infectious Diseases) and Other,Lunch: Food/beverages,7,45,45,$45,$45,7,0,0,0,0,0,0,1,6
abbott,2007-12-01,30 min Presentation: Treating HIV,Nambour Sexual Health Clinic QLD,Specialists (Infectious Diseases) and Other,Lunch: Food/beverages,7,70,70,$70,$70,7,0,0,0,0,0,0,1,10
abbott,2007-12-01,30 min Presentation: Obesity & Hypertension,Royal Brisbane Womens Hospital QLD,Cardiologists,Lunch: Food/beverages,20,170,170,$170,$170,20,0,0,0,0,0,0,1,9
abbott,2007-12-01,30 min Presentation: Chirocaine,Royal Brisbane Womens Hospital QLD,Anaesthetists,Morning Tea: Food/beverages,30,182,182,$182,$182,30,0,0,0,0,0,0,1,6
abbott,2007-12-01,30 min Presentation: Treating Hypertension,Royal North Shore Hospital Sydney NSW,Cardiologists,Lunch: Food/beverages,35,545,545,$545,$545,35,0,0,0,0,0,0,1,16
abbott,2007-12-01,30 min Presentation: Treating Renal Disease,Royal North Shore Hospital; NSW,Renal Specialists,Lunch: Food/beverages,35,453,453,$453,$453,35,0,0,0,0,0,0,1,13
abbott,2007-12-01,45 min Journal Club: Oncology,Sir Charles Gairdner; Nedlands WA,Urologists,Lunch: Food/beverages,5,78,78,$78,$78,5,0,0,0,0,0,0,1,16
abbott,2007-12-01,45 min Journal Club: Oncology,St John of God; Murdoch WA,Urologists,Lunch: Food/beverages,1,14,14,$14,$14,1,0,0,0,0,0,0,1,14
abbott,2007-12-01,45 min Journal Club: Oncology,Hollywood Hospital; Nedlands WA,Urologists,Lunch: Food/beverages,2,11,11,$11,$11,2,0,0,0,0,0,0,1,6
abbott,2007-12-01,30 min Presentation: Treating Prostate Cancer,Peter MacCallum Cancer Centre VIC,Urologists,Breakfast: Food/beverages,13,153,153,$153,$153,13,0,0,0,0,0,0,1,12
abbott,2007-12-01,30 min Presentation: Treating HIV,The Alfred Hospital ; Prahan VIC,Specialists (Infectious Diseases) and Other,Lunch: Food/beverages,21,255,255,$255,$255,21,0,0,0,0,0,0,1,12
abbott,2007-12-01,45 min Journal Club: Gastroenterology,Westmead Hospital NSW,Gastroenterologists,Catering,10,84,84,$84,$84,10,0,0,0,0,0,0,1,8
abbott,2007-12-01,Inservice: 45 min Presentation Treating Crohn's Disease,Mercy Hospital Melbourne Vic,Gastroenterologists & nurses,Catering,7,39,39,$39,$39,7,1,0,0,0,0,0,0,6
abbott,2007-12-01,30 min Presentation: Treating Crohn's Disease,Spoonz on Ray (Perth),Nurses,Lunch: Food/beverages,4,60,60,$60,$60,4,1,0,0,0,0,0,0,15
abbott,2007-12-01,30 min Presentation: Treating Crohn's Disease,Matilda Bay (Perth),Gastroenterologists,Lunch: Food/beverages,1,180,60,$60,$180,1,0,0,0,0,0,0,1,180
abbott,2007-12-01,1hr Presentation: Treating Crohn's Disease,Vera Café Melbourne Vic,Gastroenterologists & nurses,Dinner: Food/beverages,3,136,136,$136,$136,3,1,0,0,0,0,0,0,45
abbott,2007-12-01,Dinner in association with Australian Gastroenterology Week - Perth,Chanterelle @ Jessicas Perth WA,Nurses,Dinner: Food/beverages,11,950,950,$950,$950,11,1,0,0,0,0,0,0,86
abbott,2007-12-01,45 min Journal Club: Gastroenterology,The Alfred Hospital Melbourne Vic,Gastroenterologists & nurses,Lunch: Food/beverages,12,153,153,$153,$153,12,1,0,0,0,0,0,0,13
abbott,2007-12-01,30 min Presentation: Treating Crohn's Disease,Terrace Deli; Brisbane Qld,Nurses,Lunch: Food/beverages,2,25,25,$25,$25,2,1,0,0,0,0,0,0,13
abbott,2007-12-01,Inservice: 30 min Presentation Treating Crohn's Disease,St John of God Hospital; WA,Pharmacists,Catering,9,46,46,$46,$46,9,0,1,0,0,0,0,0,5
abbott,2007-12-01,30 min Presentation: Treating Crohn's Disease,Jillys Toowoomba QLD,Gastroenterologists,Lunch: Food/beverages,2,38,38,$38,$38,2,0,0,0,0,0,0,1,19
abbott,2007-12-01,45 min Journal Club: Gastroenterology,Royal Perth Hospital WA,Gastroenterologists,Lunch: Food/beverages,11,144,144,$144,$144,11,0,0,0,0,0,0,1,13
abbott,2007-12-01,30 min Grand Rounds: Rheumatology,Wollongong Hospital NSW,Rheumatologists & others,Lunch: Food/beverages,40,364,364,$364,$364,40,0,0,0,0,0,0,1,9
abbott,2007-12-01,Dinner in association with Australian Rheumatology Association Queensland Annual meeting,Gold Coast International Hotel QLD,Rheumatologists,Dinner: Food/beverages,60,1045,1045,$1;045,$1;045,60,0,0,0,0,0,0,1,17
abbott,2007-12-01,45 min Presentation Inflammatory Arthritis New Research and Implications for Tre,aThe Holme Building Sydney University NSW,Rheumatologists & Nurses,Dinner: Food/beverages,15,2197,1697,$1;697,$2;197,15,1,0,0,0,0,0,0,146
abbott,2007-12-01,1hr Presentation Controversy and News surrounding the active Vitamin D in patients with chronic kidney disease: treating SHPT and Beyond,Jacques Reymond Restaurant; Prahran Vic,Multidisciplinary Team,Dinner: Food/beverages for 33 plus travel/accommodation for 1,33,4835,4095,$4;095,$4;835,33,0,0,0,0,0,0,1,147
abbott,2007-12-01,30 min Presentation: Obesity & Hypertension,Crafter Medical Centre Hawthorn SA,GP's,Dinner: Food/beverages,9,91,91,$91,$91,9,0,0,1,0,0,0,0,10
abbott,2007-12-01,30 min Presentation: Obesity & Hypertension,Kincraig Medical Centre Naracoorte SA,GP's,Dinner: Food/beverages,4,152,152,$152,$152,4,0,0,1,0,0,0,0,38
abbott,2007-12-01,20 min Presentation: Treating Hypertension,Geelong Hospital Vic,Cardiologists,Morning Tea: Food/beverages,15,169,169,$169,$169,15,0,0,0,0,0,0,1,11
abbott,2007-12-01,20 min Presentation: Treating Hypertension,The Alfred Hospital; Melbourne Vic,Cardiologists,Morning Tea: Food/beverages,20,227,227,$227,$227,20,0,0,0,0,0,0,1,11
abbott,2007-12-01,20 min Presentation: Treating Hypertension,Monash Medical Centre VIC,Cardiologists,Lunch: Food/beverages,35,418,418,$418,$418,35,0,0,0,0,0,0,1,12
abbott,2007-12-01,1hr Presentation: Challenges involved in treating Hypertension in the High Risk Patient,Panthers Newcastle NSW,GPs,Dinner: Food/beverages,28,455,455,$455,$455,28,0,0,1,0,0,0,0,16
abbott,2007-12-01,30 min Presentation: The Science Behind Abbott Sevoflurane,Mater Hospital QLD,Anaesthetists,Lunch: Food/beverages,13,243,243,$243,$243,13,0,0,0,0,0,0,1,19
abbott,2007-12-01,20 min Presentation: Treating Hypertension,Royal Brisbane Womens Hospital QLD,Cardiologists,Breakfast: Food/beverages,16,123,123,$123,$123,16,0,0,0,0,0,0,1,8
abbott,2007-12-01,20 min Presentation: The Science Behind Abbott Sevoflurane,Princess Alexandra Hospital QLD,Anaesthetists,Breakfast: Food/beverages,22,248,248,$248,$248,22,0,0,0,0,0,0,1,11
abbott,2007-12-01,20 min Presentation: The Science Behind Abbott Sevoflurane,Townsville Critical Care Associates QLD,Anaesthetists,Breakfast: Food/beverages,10,29,29,$29,$29,10,0,0,0,0,0,0,1,3
abbott,2007-12-01,30 min Presentation: The Science Behind Abbott Sevoflurane,The Townsville Hospital QLD,Anaesthetists,Lunch: Food/beverages,19,154,154,$154,$154,19,0,0,0,0,0,0,1,8
abbott,2007-12-01,30 min Presentation: The Science Behind Abbott Sevoflurane,Greenslopes Hospital QLD,Anaesthetists,Dinner: Food/beverages,12,324,324,$324,$324,12,0,0,0,0,0,0,1,27
abbott,2007-12-01,45 min Journal Club: Immunology,Taylor Square Private Clinic; Darlinghurst NSW,Specialists (Infectious Diseases),Lunch: Food/beverages,6,100,100,$100,$100,6,0,0,0,0,0,0,1,17
abbott,2007-12-01,45 min Journal Club: Immunology,Royal Prince Alfred Hospital Sydney NSW,Specialists (Infectious Diseases) and Other,Breakfast: Food/beverages,8,101,101,$101,$101,8,0,0,0,0,0,0,1,13
abbott,2007-12-01,20 min Presentation: Treating Hypertension,Royal Brisbane Hospital QLD,Cardiologists,Breakfast: Food/beverages,8,81,81,$81,$81,8,0,0,0,0,0,0,1,10
abbott,2007-12-01,30 min Presentation: The Science Behind Abbott Sevoflurane,Royal Brisbane Womens Hospital; QLD,Anaesthetists,Lunch: Food/beverages,8,88,88,$88,$88,8,0,0,0,0,0,0,1,11
abbott,2007-12-01,30 min Presentation: Obesity & Hypertension,Sir Charles Gairdner Hospital Perth WA,Cardiologists,Lunch: Food/beverages,17,208,208,$208,$208,17,0,0,0,0,0,0,1,12
abbott,2007-12-01,20 min Presentation: The Science Behind Abbott Sevoflurane,Nambour Hospital; QLD,Anaesthetists,Lunch: Food/beverages,15,160,160,$160,$160,15,0,0,0,0,0,0,1,11
abbott,2007-12-01,20 min Presentation: Treating Hypertension,The Prince Charles Hospital QLD,Cardiologists,Breakfast: Food/beverages,17,123,123,$123,$123,17,0,0,0,0,0,0,1,7
abbott,2007-12-01,30 min Presentation: Treating Prostate Cancer,Epworth Freemasons Hospital; Melbourne VIC,Urologists,Lunch: Food/beverages,4,45,45,$45,$45,4,0,0,0,0,0,0,1,11
abbott,2007-12-01,30 min Presentation: Treating Prostate Cancer,Western Hospital; Footscray VIC,Urologists,Lunch: Food/beverages,3,27,27,$27,$27,3,0,0,0,0,0,0,1,9
abbott,2007-12-01,30 min Presentation: Treating Prostate Cancer,Western Hospital; Footscray VIC,Urologists,Lunch: Food/beverages,2,20,20,$20,$20,2,0,0,0,0,0,0,1,10
abbott,2007-12-01,30 min Presentation: Treating Prostate Cancer,Westmead Hospital NSW,Urologists,Lunch: Food/beverages,15,202,202,$202,$202,15,0,0,0,0,0,0,1,13
abbott,2007-12-01,45 min Journal Club: Virology,Taylor Square Private Clinic; Darlinghurst NSW,Specialists (Infectious Diseases) and Other,Lunch: Food/beverages,6,100,100,$100,$100,6,0,0,0,0,0,0,1,17
abbott,2007-12-01,45 min Journal Club: Virology,Royal Prince Alfred Hospital Sydney NSW,Specialists (Infectious Diseases) and Other,Breakfast: Food/beverages,8,101,101,$101,$101,8,0,0,0,0,0,0,1,13
abbott,2007-12-01,30 min Presentation: Treating HIV,O'Brien St Surgery; 17 O'Brien St Adelaide SA,Specialists (Infectious Diseases) and Other,Lunch: Food/beverages,6,215,215,$215,$215,6,0,0,0,0,0,0,1,36
abbott,2007-12-01,30 min Presentation: Treating HIV,Paramatta Sexual Health; Parramatta NSW,Specialists (Infectious Diseases) and Other,Lunch: Food/beverages,8,194,194,$194,$194,8,0,0,0,0,0,0,1,24
abbott,2007-12-01,30 min Presentation: Treating HIV,407 Surgery; Bourke St Sydney NSW,Specialists (Infectious Diseases) and Other,Lunch: Food/beverages,8,121,121,$121,$121,8,0,0,0,0,0,0,1,15
abbott,2007-12-01,45 min Journal Club: Virology,Sydney Hospital; Macquarie St Sydney NSW,Specialists (Infectious Diseases) and Other,Lunch: Food/beverages,16,238,238,$238,$238,16,0,0,0,0,0,0,1,15
abbott,2007-12-01,45 min Journal Club: Virology,Concord Hospital; Sydney NSW,Specialists (Infectious Diseases) and Other,Breakfast: Food/beverages,12,102,102,$102,$102,12,0,0,0,0,0,0,1,9
abbott,2007-12-01,45 min Journal Club: Virology,Queanbeyan Sexual Health; Community Health Building; Queanbeyan NSW,Specialists (Infectious Diseases) and Other,Lunch: Food/beverages,7,48,48,$48,$48,7,0,0,0,0,0,0,1,7
abbott,2007-12-01,1hr Presentation Controversy and News surrounding the active Vitamin D in patients with chronic kidney disease: treating SHPT and Beyond,Observatory Hotel; Sydney NSW,Multidisciplinary Team,Dinner: Food/beverages for 24 @ $122 pp ($2928). Travel x 7 doctors = $3254. Accommodation x 7 doctors = $2419,24,9731,8601,$8;601,$9;731,24,0,0,0,0,0,0,1,405
abbott,2007-12-01,Sponsorship of the Victorian Urology Oncology Group quarterly meetings. This involved payment of $5150. Abbott was not responsible for organising the educational content; hospitality; accommodation or travel and therfore does not know the costs of doing so.,Park Hyatt; Melbourne,Urologists; Oncologists,,15,5150,,,$5;150,15,0,0,0,0,0,1,0,343
abbott,2007-12-01,45 min Journal Club: Gastroenterology,Caulfield Endoscopy Clinic Melbourne Vic,Gastroenterologists,Lunch: Food/beverages,11,145,145,$145,$145,11,0,0,0,0,0,0,1,13
abbott,2007-12-01,Inservice: 45 min Presentation Treating Crohn's Disease,Hollywood Clinic Perth WA,Gastroenterologists & nurses,Morning Tea: Food/beverages,6,20,20,$20,$20,6,1,0,0,0,0,0,0,3
abbott,2007-12-01,Inservice: 45 min Presentation Treating Crohn's Disease,Princess Alexandra Hospital QLD,Gastroenterologists & nurses,Lunch: Food/beverages,6,69,69,$69,$69,6,1,0,0,0,0,0,0,12
abbott,2007-12-01,Inservice: 45 min Presentation Treating Crohn's Disease,Toowoomba Base Hospital QLD,Pharmacists,Lunch: Food/beverages,4,26,26,$26,$26,4,0,1,0,0,0,0,0,7
abbott,2007-12-01,Dinners in association with American College of Rheumatology 5 day Scientific Meeting; (35 hrs presentatios) Boston USA. Abbott was not responsible for organising the educational content; the hospitality; accommodation or travel & therefore does not know the costs of doing so. Nov 5-12,Boston Convention Centre USA,Rheumatologists & Nurses,Dinner: Food & beverages x 7 nights; Lunch x 1 day for total 90 pax.,90,7196,7196,$7;196,$7;196,90,1,0,0,0,0,0,0,80
abbott,2007-12-01,Hospitality in association with Academy of Rheumatology 4 day Meeting (28 hrs presentations) Vienna Austria Nov 20 -23,Hilton Stadt Park Hotel Vienna AUSTRIA,Rheumatologists,Lunch x 1; Dinner: Food & beverages x 3; Dinner x 4; pre-dinner drinks x 13,21,782,782,$782,$782,21,0,0,0,0,0,0,1,37
abbott,2007-12-01,30 min Presentation: The Science Behind Abbott Sevoflurane,Mount Druitt Hospital NSW,Anaesthetists,Morning Tea: Food/beverages,8,186,186,$186,$186,8,0,0,0,0,0,0,1,23
abbott,2007-12-01,30 min Presentation: Obesity,Royal North Shore Hospital Sydney NSW,Endocrinologists,Breakfast: Food/beverages,19,306,306,$306,$306,19,0,0,0,0,0,0,1,16
abbott,2007-12-01,30 min Presentation: Treating Hypertension,The Townsville Hospital QLD,Cardiologists,Lunch: Food/beverages,11,110,110,$110,$110,11,0,0,0,0,0,0,1,10
abbott,2007-12-01,30 min Presentation: Obesity & Hypertension,Diabetes Centre; Mater Hospital Brisbane QLD,Cardiologists,Lunch: Food/beverages,17,259,259,$259,$259,17,0,0,0,0,0,0,1,15
abbott,2007-12-01,20 min Presentation: The Science Behind Abbott Sevoflurane,Princess Alexandra Hospital; Brisbane QLD,Anaesthetists,Morning Tea: Food/beverages,19,140,140,$140,$140,19,0,0,0,0,0,0,1,7
abbott,2007-12-01,20 min Presentation: Treating Iron Deficiency,Queen Elizabeth II Hospital Cooper Plains QLD,Pharmacists,Lunch: Food/beverages,9,95,95,$95,$95,9,0,1,0,0,0,0,0,11
abbott,2007-12-01,30 min Presentation: The Science Behind Abbott Sevoflurane,Cairns Base Hospital Anaesthetic Department QLD,Anaesthetists,Lunch: Food/beverages,17,140,140,$140,$140,17,0,0,0,0,0,0,1,8
abbott,2007-12-01,30 min Presentation: Obesity & Hypertension,Princess Margaret Hospital Subiaco WA,Cardiologists,Breakfast: Food/beverages,13,173,173,$173,$173,13,0,0,0,0,0,0,1,13
abbott,2007-12-01,30 min Presentation: Obesity & Hypertension,Fremantle Hospital WA,Cardiologists,Lunch: Food/beverages,25,327,327,$327,$327,25,0,0,0,0,0,0,1,13
abbott,2007-12-01,Grand Rounds: Rheumatology,Royal Melbourne Hospital VIC,Physicians & Medical Students,Lunch: Food/beverages,30,341,341,$341,$341,30,0,0,0,0,0,0,1,11
abbott,2007-12-01,Dinners in association with Australian Rheumatology Association Meeting,The Glen Hotel; Brisbane QLD,GPs,Dinner: Food/beverages,15,1135,907,$907,$1;135,15,0,0,1,0,0,0,0,76
abbott,2007-12-01,Dinner in association with Australian Rheumatology Association Meeting,Soho Restaurant North Adelaide SA,Rheumatologists,Dinner: Food/beverages x 10,10,316,316,$316,$316,10,0,0,0,0,0,0,1,32
abbott,2007-12-01,30 min Presentation Rheumatology,St Vincents Hospital Melbourne Vic,Pharmacists,,25,375,375,$375,$375,25,0,1,0,0,0,0,0,15
abbott,2007-12-01,30 min Presentation: The Science Behind Abbott Sevoflurane,Westmead Hospital NSW,Anaesthetists,Morning Tea: Food/beverages,24,318,318,$318,$318,24,0,0,0,0,0,0,1,13
abbott,2007-12-01,30 min Presentation: The Science Behind Abbott Sevoflurane,Blacktown Hospital NSW,Anaesthetists,Morning Tea: Food/beverages,11,150,150,$150,$150,11,0,0,0,0,0,0,1,14
abbott,2007-12-01,30 min Presentation: The Science Behind Abbott Sevoflurane,Royal Prince Alfred Hospital; Sydney NSW,Anaesthetists,Morning Tea: Food/beverages,8,62,62,$62,$62,8,0,0,0,0,0,0,1,8
abbott,2007-12-01,1 hr Presentation: The Science Behind Abbott Sevoflurane,Gold Coast Hospital; QLD,Anaesthetists,Dinner: Food/beverages,15,114,114,$114,$114,15,0,0,0,0,0,0,1,8
abbott,2007-12-01,30 min Presentation: Treating Renal Disease,Coffs Harbour Hospital; NSW,Renal Specialists,Lunch: Food/beverages,8,128,128,$128,$128,8,0,0,0,0,0,0,1,16
abbott,2007-12-01,1 hr Presentation: Treating Renal Disease,Stillwater Restaurant; Launceston TAS,Renal Specialists,Dinner: Food/beverages,3,273,273,$273,$273,3,0,0,0,0,0,0,1,91
abbott,2007-12-01,1 hr Presentation: Treating Renal Disease,Me Wah Restaurant; Hobart TAS,Renal Specialists,Dinner: Food/beverages,6,545,545,$545,$545,6,0,0,0,0,0,0,1,91
abbott,2007-12-01,3 hr Inservice: Treating Prostate Cancer,Sir Charles Gardner Hospital; Perth WA,Radiation Oncologists,Afternoon Tea: Food/beverages,9,27,27,$27,$27,9,0,0,0,0,0,1,0,3
abbott,2007-12-01,45 min Journal Club: Oncology,Sir Charles Gardner Hospital; Perth WA,Radiation Oncologists,Afternoon Tea: Food/beverages,10,126,126,$126,$126,10,0,0,0,0,0,1,0,13
abbott,2007-12-01,30 min Presentation: Treating Renal Disease,Joondalup Health Campus WA,Renal Specialists,Afternoon Tea: Food/beverages,5,28,28,$28,$28,5,0,0,0,0,0,0,1,6
abbott,2007-12-01,30 min Presentation: Treating Prostate Cancer,Fremantle Hospital WA,Oncologists; Urologists; Registrars; Nurses,Breakfast: Food/beverages,15,181,181,$181,$181,15,1,0,0,0,0,1,0,12
abbott,2007-12-01,45 min Journal Club: Virology,John Hunter Hospital Newcastle NSW,Specialists (Infectious Diseases) and Other,Lunch: Food/beverages,21,240,240,$240,$240,21,0,0,0,0,0,0,1,11
abbott,2007-12-01,30 min Presentation: Treating HIV,Port Macquarie Sexual Health Dept; Port Macquarie NSW,Specialists (Infectious Diseases) and Other,Lunch: Food/beverages,9,171,171,$171,$171,9,0,0,0,0,0,0,1,19
abbott,2007-12-01,30 min Presentation: Treating HIV,Sydney Sexual Health; Sydney Hospital; Macquarie St; Sydney NSW,Specialists (Infectious Diseases) and Other,Morning Tea: Food/beverages,7,102,102,$102,$102,7,0,0,0,0,0,0,1,15
abbott,2007-12-01,45 min Journal Club: Virology,Royal Prince Alfred Hospital Sydney NSW,Specialists (Infectious Diseases) and Other,Breakfast: Food/beverages,9,129,129,$129,$129,9,0,0,0,0,0,0,1,14
abbott,2007-12-01,30 min Presentation: Treating HIV,Gosford Hospital Sexual Health Dept; Gosford NSW,Specialists (Infectious Diseases) and Other,Lunch: Food/beverages,7,147,147,$147,$147,7,0,0,0,0,0,0,1,21
